id;name;type;mttf;eff;aquisitionCost
1;ATS1;ATS;646790.8289680912;95.84620378289722;940.1171336967905
2;ATS2;ATS;636068.0678455762;99.8698750824565;947.5058167658281
3;ATS3;ATS;306749.0350990499;97.20934315890925;721.4083456535878
4;ATS4;ATS;491051.81248698593;98.34653259240142;912.1776968504978
5;ATS5;ATS;636362.2912600101;96.68297514072489;865.9191499563944
6;ATS6;ATS;497452.13990897435;97.1721172248402;890.4861992723074
7;ATS7;ATS;390989.1956843348;99.85346893846679;877.0975991570562
8;ATS8;ATS;328357.0430896338;98.8048602974911;608.7728323497095
9;ATS9;ATS;570173.4358274;98.39994324440424;968.8875542683331
10;ATS10;ATS;347347.42530450557;95.23702695307104;706.8400211631791
1;ACSource1;ACSource;5937.882542586238;15314.860283277023;95.40597112647406
2;ACSource2;ACSource;3080.729207923056;16674.90552649813;93.73083395020693
3;ACSource3;ACSource;5928.978367284065;13895.860664171214;91.18836494364629
4;ACSource4;ACSource;4667.014095844264;13552.797372153496;99.1953795283398
5;ACSource5;ACSource;4114.303819979936;14004.504484485084;95.93316123338106
6;ACSource6;ACSource;4727.592283830642;18660.73380834981;97.91430126930476
7;ACSource7;ACSource;4813.627246226311;12716.238270256901;99.33306956933004
8;ACSource8;ACSource;5105.092802450372;18246.03114695865;94.8682484010471
9;ACSource9;ACSource;5587.830349367645;17260.936013660754;93.08179538459613
10;ACSource10;ACSource;5967.1146085032915;14388.169924644983;98.73692885574513
1;GeneratorGroup1;GeneratorGroup;2077.0747108784617;47456.07750595035;24.477879132734998
2;GeneratorGroup2;GeneratorGroup;2117.6867961793914;72854.29351523776;24.785491789811957
3;GeneratorGroup3;GeneratorGroup;1277.2477648258157;72950.09434550151;24.374826565245286
4;GeneratorGroup4;GeneratorGroup;1609.2988611070778;52025.01643629613;25.8295784347035
5;GeneratorGroup5;GeneratorGroup;1242.0872338556599;51601.92383064829;25.36637886218181
6;GeneratorGroup6;GeneratorGroup;1219.9671410336914;59117.06005798947;25.18106448974065
7;GeneratorGroup7;GeneratorGroup;3065.8187563473093;68520.70040431703;23.825666273486693
8;GeneratorGroup8;GeneratorGroup;1431.2661225813385;53613.51669863048;26.09736795634606
9;GeneratorGroup9;GeneratorGroup;2358.482129946955;47673.33949739982;24.55782249586496
10;GeneratorGroup10;GeneratorGroup;3033.0494783779654;47323.958524956615;24.01838420002818
1;GeneratorGroup5001;GeneratorGroup500;3256.3240669969073;64283.652916195744;23.972901276064846
2;GeneratorGroup5002;GeneratorGroup500;2408.600184811915;70451.7509805874;23.929426261258282
3;GeneratorGroup5003;GeneratorGroup500;1496.4081532166836;49559.88884557083;24.764198614695573
4;GeneratorGroup5004;GeneratorGroup500;1285.8898975546276;57524.19361346993;23.95367958914187
5;GeneratorGroup5005;GeneratorGroup500;1995.9655113167873;50124.83216785323;24.764782666755316
6;GeneratorGroup5006;GeneratorGroup500;1845.0091566421793;66083.13973834469;24.109813997052857
7;GeneratorGroup5007;GeneratorGroup500;2819.902289462374;45248.73324314927;23.91587750750407
8;GeneratorGroup5008;GeneratorGroup500;2000.8950816339916;72747.72540680801;24.817151540840968
9;GeneratorGroup5009;GeneratorGroup500;3211.353521926111;65409.325148996526;24.944880161360043
10;GeneratorGroup50010;GeneratorGroup500;1225.7047849861005;61339.66964052993;24.742011638096027
1;JunctionBox1;JunctionBox;3112439.603264775;184.55783227931624;95.70644329118883
2;JunctionBox2;JunctionBox;3183629.024608219;175.54758589054896;99.04921245693242
3;JunctionBox3;JunctionBox;7209709.959966497;125.78101430205967;95.49765220760735
4;JunctionBox4;JunctionBox;5649632.631411051;168.71036758275733;96.23106054758684
5;JunctionBox5;JunctionBox;6947340.660217766;143.75733731458251;96.83162609152377
6;JunctionBox6;JunctionBox;4928321.2821416855;125.17476304473865;97.13134502703798
7;JunctionBox7;JunctionBox;4759453.495125683;162.7661861815108;94.95340685139819
8;JunctionBox8;JunctionBox;2732888.6811146024;151.29047668433935;99.68447749138795
9;JunctionBox9;JunctionBox;3072365.4533968917;118.8764966438052;97.386717964911
10;JunctionBox10;JunctionBox;5260102.240359891;132.27857591142782;99.61080526071464
