id;name;type;mttf;eff;aquisitionCost
37;UPS_5kVA37;UPS_5kVA;69928.27219381678;95.13220065576037;14768.702133793757
38;UPS_5kVA38;UPS_5kVA;53111.8466721853;94.84163867407409;12795.609585043232
39;UPS_5kVA39;UPS_5kVA;62115.841468506456;92.98577569900092;14229.632609572862
40;UPS_5kVA40;UPS_5kVA;56660.60011316227;94.51443352804371;12201.030130823721
41;UPS_5kVA41;UPS_5kVA;46731.45260936278;94.96419205975573;18382.25813265754
42;UPS_5kVA42;UPS_5kVA;45096.66294754305;94.25353964749961;15694.97882560861
43;UPS_5kVA43;UPS_5kVA;69788.0009469408;91.76031605555255;12873.608896220256
44;UPS_5kVA44;UPS_5kVA;73633.7080284601;99.54060644959245;16024.578156488744
45;UPS_5kVA45;UPS_5kVA;33266.46610222561;96.6149231054207;12161.401928993411
46;UPS_5kVA46;UPS_5kVA;25275.121387601303;95.05720717483696;13584.945995345019
47;UPS_5kVA47;UPS_5kVA;50539.179045625664;92.78488826802247;12041.448727531475
48;UPS_5kVA48;UPS_5kVA;36666.29322424878;97.28286603184124;18100.41723756184
49;UPS_5kVA49;UPS_5kVA;27095.759598151704;97.84232564646524;18683.576551522838
50;UPS_5kVA50;UPS_5kVA;42380.37744257551;90.94866820182902;17329.715030487107
1;UPS_250kVA1;UPS_250kVA;46495.26755389048;95.94187634291669;15883.845563507879
2;UPS_250kVA2;UPS_250kVA;70921.5691424916;97.8834808090519;15788.102640437755
3;UPS_250kVA3;UPS_250kVA;29313.195285394926;96.22004598959902;14949.309854597841
4;UPS_250kVA4;UPS_250kVA;62767.76575094545;94.08401265793856;12500.759583790428
5;UPS_250kVA5;UPS_250kVA;59915.07935245653;92.8880873947409;14619.725038721983
6;UPS_250kVA6;UPS_250kVA;37035.380996575834;96.79732841415813;14927.504955059701
7;UPS_250kVA7;UPS_250kVA;62140.550846516315;98.08972768598056;15748.752928405715
8;UPS_250kVA8;UPS_250kVA;69038.01252684902;99.30063561849204;15577.442941294332
9;UPS_250kVA9;UPS_250kVA;28986.943259815453;95.3473946488706;13079.693848402732
10;UPS_250kVA10;UPS_250kVA;56176.62879889626;96.17099188769701;14212.678923396594
11;UPS_250kVA11;UPS_250kVA;72798.40629317335;94.03102783845897;14111.031126422611
12;UPS_250kVA12;UPS_250kVA;46634.270242244645;95.21314307850463;18649.001859592965
13;UPS_250kVA13;UPS_250kVA;44546.746347813256;98.90912611643795;13172.548903639285
14;UPS_250kVA14;UPS_250kVA;51489.57085705944;99.57278517563141;15575.986322653667
15;UPS_250kVA15;UPS_250kVA;52879.61880671472;93.22214042249237;15380.063905639243
16;UPS_250kVA16;UPS_250kVA;50690.5261808096;97.76170282190185;11343.559469568429
17;UPS_250kVA17;UPS_250kVA;33649.74797429598;96.51243226912362;12476.462492048571
18;UPS_250kVA18;UPS_250kVA;71266.8282954417;99.66424048662857;14702.421710450933
19;UPS_250kVA19;UPS_250kVA;37658.69658891691;97.70176382279732;16858.456317815508
20;UPS_250kVA20;UPS_250kVA;48973.33984819542;97.36843882052483;13424.182088800062
21;UPS_250kVA21;UPS_250kVA;60977.28818265814;97.55215115486696;15655.967720536191
22;UPS_250kVA22;UPS_250kVA;33860.10031763272;99.77664657896128;16797.50804074835
23;UPS_250kVA23;UPS_250kVA;27162.90885893309;94.4370992277298;17937.14294362903
24;UPS_250kVA24;UPS_250kVA;45010.86316132873;99.57199478110753;18159.479396216557
25;UPS_250kVA25;UPS_250kVA;41295.86253331508;91.64992947376787;18733.509094370747
26;UPS_250kVA26;UPS_250kVA;38681.334323090734;94.47349374970054;11938.672385287999
27;UPS_250kVA27;UPS_250kVA;40411.1040194536;92.70155927610976;13682.661697331298
28;UPS_250kVA28;UPS_250kVA;48442.50479835304;98.80666322764088;17696.852196854034
29;UPS_250kVA29;UPS_250kVA;65609.87551079082;95.51557690024946;15900.081620091029
30;UPS_250kVA30;UPS_250kVA;71680.24871330975;93.10117351515525;11749.681028073162
31;UPS_250kVA31;UPS_250kVA;25993.73410024482;95.77544972391604;12986.258741076044
32;UPS_250kVA32;UPS_250kVA;27249.612020824243;92.05043155271095;17240.21984754904
33;UPS_250kVA33;UPS_250kVA;70260.674414082;97.1428175080243;17033.36993167949
34;UPS_250kVA34;UPS_250kVA;47404.859573008056;95.33098656078906;12250.503681322549
35;UPS_250kVA35;UPS_250kVA;56122.71395724758;90.82793214382617;18089.477517748994
36;UPS_250kVA36;UPS_250kVA;48841.930203016644;92.60100612739738;14860.920719591319
37;UPS_250kVA37;UPS_250kVA;72023.32876686243;90.65575303982865;16403.809253889274
38;UPS_250kVA38;UPS_250kVA;73159.82391036545;93.05544071136609;14050.896658810218
39;UPS_250kVA39;UPS_250kVA;27422.266763785818;97.75408027706676;18089.456704037326
40;UPS_250kVA40;UPS_250kVA;43976.60361848006;96.78527242279903;13250.450707733995
41;UPS_250kVA41;UPS_250kVA;53238.94054887656;91.42747075524422;14189.130915508813
42;UPS_250kVA42;UPS_250kVA;43873.15464063668;98.09096654361751;18075.038054523502
43;UPS_250kVA43;UPS_250kVA;30062.03392859373;92.91683230155937;17393.862195293517
44;UPS_250kVA44;UPS_250kVA;59175.91000644671;97.33079080110514;13656.819054775357
45;UPS_250kVA45;UPS_250kVA;59194.07626273721;92.87533280548014;14886.210962468445
46;UPS_250kVA46;UPS_250kVA;29065.02655712468;95.35254099698389;17726.712970037497
47;UPS_250kVA47;UPS_250kVA;27351.272938914884;97.49008763437254;16040.202701881615
48;UPS_250kVA48;UPS_250kVA;49686.884848797985;95.63776673356847;18132.52713705953
49;UPS_250kVA49;UPS_250kVA;65320.281987450006;92.6485252628108;18005.42997150114
50;UPS_250kVA50;UPS_250kVA;45783.122693772646;99.19829284035588;14329.844341751723
1;SDTransformer1;SDTransformer;342590.26775974716;96.1422248215597;451.631613474808
2;SDTransformer2;SDTransformer;317001.83964438795;93.75837240027634;423.9227295997244
3;SDTransformer3;SDTransformer;194050.77542683927;99.39176384829538;607.099799943175
4;SDTransformer4;SDTransformer;415547.60282273975;98.35604275939919;524.6112038608687
5;SDTransformer5;SDTransformer;333954.30204582226;93.74576224746141;521.6629101212662
6;SDTransformer6;SDTransformer;301906.8156989316;96.0865350378247;631.5840278171294
7;SDTransformer7;SDTransformer;357097.4025214652;96.16297786997119;652.4276542799838
8;SDTransformer8;SDTransformer;333620.6559434196;95.81603158290322;417.8049086939151
9;SDTransformer9;SDTransformer;234954.88556629338;97.00891883854986;641.9175240513591
10;SDTransformer10;SDTransformer;350882.74358614604;94.29465117322785;418.4213369866106
11;SDTransformer11;SDTransformer;376200.520292597;98.61567228860551;584.6866242660187
12;SDTransformer12;SDTransformer;171264.5870893126;97.70792967268642;649.4640963113554
13;SDTransformer13;SDTransformer;259930.6983920124;97.63180003400596;611.7031002425
14;SDTransformer14;SDTransformer;367567.98804490705;94.16498528712347;413.4258536074845
15;SDTransformer15;SDTransformer;327346.8099049734;96.60320110136217;579.9021844517365
16;SDTransformer16;SDTransformer;229183.92193422615;98.65097192026444;505.0774495392379
17;SDTransformer17;SDTransformer;363481.579761878;94.76937232328115;622.2878197180589
18;SDTransformer18;SDTransformer;200063.6696114896;94.78408510640035;487.6449522602241
19;SDTransformer19;SDTransformer;396245.4355936467;97.8242224951943;513.290016524504
20;SDTransformer20;SDTransformer;245927.7846603331;93.86608669603014;437.41588686564586
21;SDTransformer21;SDTransformer;248751.97593010223;96.18736836069631;595.7729915664212
22;SDTransformer22;SDTransformer;244817.79757607076;99.59901004596217;451.8936247073927
23;SDTransformer23;SDTransformer;318879.7091180589;95.86802437527354;414.6637622974675
24;SDTransformer24;SDTransformer;352291.4920197801;94.68296616486904;656.0908808737546
25;SDTransformer25;SDTransformer;243436.50364994205;96.78925896970787;469.4231936154411
26;SDTransformer26;SDTransformer;169359.98448865744;95.9901986659886;665.9018040096496
27;SDTransformer27;SDTransformer;159784.91240532906;95.14460968329522;661.3203179710715
28;SDTransformer28;SDTransformer;307327.9042226242;99.72026535177785;582.0646656370033
29;SDTransformer29;SDTransformer;246009.36905800086;97.79112414082475;684.2681873789577
30;SDTransformer30;SDTransformer;341921.4522289579;94.49034834908669;580.0105401845376
31;SDTransformer31;SDTransformer;389024.3723524901;98.34860273785067;480.9254312453429
32;SDTransformer32;SDTransformer;250843.17154946283;96.73770605041607;617.2658224278357
33;SDTransformer33;SDTransformer;219136.27584975323;96.55770220679742;547.2156312287149
34;SDTransformer34;SDTransformer;261913.56168517086;94.14853048629904;507.55609414473054
35;SDTransformer35;SDTransformer;349435.8844266813;98.74209260928755;422.73776001010515
36;SDTransformer36;SDTransformer;271118.7874463756;99.20643984622549;428.75551458141996
37;SDTransformer37;SDTransformer;351710.6631025956;94.27981614032258;540.8697151763952
38;SDTransformer38;SDTransformer;341567.2487146446;95.62033621430831;666.3888410559175
39;SDTransformer39;SDTransformer;237334.85141402239;98.64556459080744;598.3562639263985
40;SDTransformer40;SDTransformer;208586.6151279026;95.9408249858804;521.9629492960016
41;SDTransformer41;SDTransformer;393229.6002651452;99.84576647811943;604.7380936550297
42;SDTransformer42;SDTransformer;322148.5093977683;94.90812505162636;506.5626688537732
43;SDTransformer43;SDTransformer;328589.7246131697;98.2980597560193;643.0536520293056
44;SDTransformer44;SDTransformer;319492.8417093867;98.70579946737556;628.3631896947397
45;SDTransformer45;SDTransformer;415250.12947022886;93.78713183459988;505.5281410381318
46;SDTransformer46;SDTransformer;282640.02861075045;98.30546434377891;583.1005437367548
47;SDTransformer47;SDTransformer;233684.10066908674;99.71267659747764;555.6678709862083
48;SDTransformer48;SDTransformer;251449.42949541664;98.35926332780913;509.60610578323576
49;SDTransformer49;SDTransformer;331852.00553221244;95.21274663370019;602.783172155302
50;SDTransformer50;SDTransformer;293266.63614315516;97.01656147305621;662.8935673538147
1;Subpanel1;Subpanel;240850.23710420562;95.32865193421625;186.89602045800794
2;Subpanel2;Subpanel;415441.77350516635;96.25412110634593;193.6444564352528
3;Subpanel3;Subpanel;163325.8113186415;95.642143365816;172.43294340445652
4;Subpanel4;Subpanel;157707.01833195848;96.95823315917146;190.26296951556128
5;Subpanel5;Subpanel;403014.96321978676;97.49102879511646;184.85488322818622
6;Subpanel6;Subpanel;289130.129070189;95.8148521507343;180.9562965991243
7;Subpanel7;Subpanel;198777.90810152673;98.71479809175138;233.63853546982722
8;Subpanel8;Subpanel;381011.5821601329;95.28072436918421;202.22187450863814
9;Subpanel9;Subpanel;381637.87274298293;98.9585287252102;214.48679451204114
10;Subpanel10;Subpanel;326135.18280405435;96.7025371227459;175.54401578587698
11;Subpanel11;Subpanel;185157.9028463106;98.4752406888542;161.15665162475935
12;Subpanel12;Subpanel;313993.4037830807;99.55498974083787;204.61430696258563
13;Subpanel13;Subpanel;281883.65367646934;96.04508193557001;186.6034714168713
14;Subpanel14;Subpanel;236109.1947789467;98.50348276135823;242.93366596329577
15;Subpanel15;Subpanel;276204.11461916484;98.4998771156242;168.52957424144637
16;Subpanel16;Subpanel;221779.39172106728;99.8226945851552;247.30360743151564
17;Subpanel17;Subpanel;313831.08447529544;97.60715245002773;162.9227487781958
18;Subpanel18;Subpanel;193498.0902780269;96.20617827119382;187.13669578801762
19;Subpanel19;Subpanel;160440.1805973856;98.81020611706052;170.86989714887534
20;Subpanel20;Subpanel;372799.5247485118;96.00348296071573;229.02518134926595
21;Subpanel21;Subpanel;172523.20110133183;96.59632723606806;247.52397608683518
22;Subpanel22;Subpanel;335585.88740444765;96.16173276820973;199.76270102051834
23;Subpanel23;Subpanel;404095.5809217988;99.3929802503532;153.46745696097628
24;Subpanel24;Subpanel;259722.92200845637;97.59441979254004;167.86428013275693
25;Subpanel25;Subpanel;191755.4057089529;98.45739647826315;175.91933054727934
26;Subpanel26;Subpanel;401592.12664328486;99.74621202152937;197.10988070602926
27;Subpanel27;Subpanel;330123.7913102914;98.13468346380563;225.52896114511236
28;Subpanel28;Subpanel;187429.67091211092;95.86595516134666;168.96898779228923
29;Subpanel29;Subpanel;162582.5083802322;98.98354142515099;171.3302558133281
30;Subpanel30;Subpanel;288955.65774475713;99.33887425920283;151.8585522748418
31;Subpanel31;Subpanel;205384.8417054776;95.23512463104079;156.42275088407294
32;Subpanel32;Subpanel;356550.01447164663;96.11614491690588;201.6413469560442
33;Subpanel33;Subpanel;257822.5150169281;97.68430414061869;226.9184543118372
34;Subpanel34;Subpanel;210859.8710594616;95.80190709657401;201.8720061370404
35;Subpanel35;Subpanel;360606.17586091766;99.42876591003294;160.64878043422874
36;Subpanel36;Subpanel;411274.64476419886;95.01809974356601;216.01599157481178
37;Subpanel37;Subpanel;438631.84813843557;96.96434915901936;246.2559363325411
38;Subpanel38;Subpanel;267476.53069113486;97.9508902803131;203.86285892041565
39;Subpanel39;Subpanel;208782.37932476163;97.5920098100761;200.97656883281803
40;Subpanel40;Subpanel;256811.4471414389;99.37340172068258;206.97702839810995
41;Subpanel41;Subpanel;438523.65369925456;96.92665209071272;232.22887713596364
42;Subpanel42;Subpanel;248327.08698679827;97.44587089902262;194.31201939590812
43;Subpanel43;Subpanel;389221.30107962084;98.35005792082681;216.79154124509193
44;Subpanel44;Subpanel;209036.2366601989;98.47652878355548;169.78033587296784
45;Subpanel45;Subpanel;339997.55731999537;95.65764663910039;156.8550846635733
46;Subpanel46;Subpanel;452582.22331280354;97.14062782795173;224.03123353847997
47;Subpanel47;Subpanel;230491.0019263602;97.71311562589355;156.66279318469557
48;Subpanel48;Subpanel;384556.5420387806;97.02715779365793;188.0398514157991
49;Subpanel49;Subpanel;391246.28547629726;95.3740480282137;171.1551358658298
50;Subpanel50;Subpanel;208042.385998681;97.51242260926057;246.1391262484878
1;PowerStrip1;PowerStrip;166661.23602586464;99.58650762957517;200.49302433935313
2;PowerStrip2;PowerStrip;152659.1980723986;99.88771069451346;150.30282882854962
3;PowerStrip3;PowerStrip;138740.9788396569;95.50049637747998;225.25234007661356
4;PowerStrip4;PowerStrip;166581.76339191344;98.68542161699355;159.97451925479956
5;PowerStrip5;PowerStrip;332870.1487956199;97.3112837484575;197.33400011309226
6;PowerStrip6;PowerStrip;118631.83782321002;98.06674498797612;206.38041928894523
7;PowerStrip7;PowerStrip;306315.83484402235;97.47257837928741;164.2868448532228
8;PowerStrip8;PowerStrip;145265.43007698053;95.89344330124254;245.59976390058046
9;PowerStrip9;PowerStrip;214883.6222342112;99.0595509849876;220.04856620820289
10;PowerStrip10;PowerStrip;185902.88928946125;98.83656121461969;248.91640787257302
11;PowerStrip11;PowerStrip;164766.01931186745;95.36513313731196;245.5143864475716
12;PowerStrip12;PowerStrip;202568.34332588024;97.43066148549312;165.0506752596075
13;PowerStrip13;PowerStrip;186529.4442999154;95.39133216786591;247.47293034219996
14;PowerStrip14;PowerStrip;130105.59015513024;96.62816555727915;239.36826964196294
15;PowerStrip15;PowerStrip;216553.8078889036;98.88168464536783;186.12030373864735
16;PowerStrip16;PowerStrip;160796.21525219956;95.48360270150067;157.36862578350838
17;PowerStrip17;PowerStrip;341195.91848405014;98.54267086543513;228.5805118476141
18;PowerStrip18;PowerStrip;203187.70850823616;99.03780210016966;190.6411393438378
19;PowerStrip19;PowerStrip;203378.8283812009;97.48027200260823;199.81463750087892
20;PowerStrip20;PowerStrip;320325.68461703375;97.35382627289232;214.70418123732418
21;PowerStrip21;PowerStrip;198235.58104612512;96.61858373786131;161.37139775521075
22;PowerStrip22;PowerStrip;319883.17786878266;96.70472111566015;171.05673920423186
23;PowerStrip23;PowerStrip;334211.82332310354;94.89567531777242;213.18423706308442
24;PowerStrip24;PowerStrip;273110.7293643795;98.90174972448058;196.4106519666493
25;PowerStrip25;PowerStrip;120137.08016087304;95.68107866991058;231.80903648112417
26;PowerStrip26;PowerStrip;224724.04390750133;94.7220646115837;206.15563268074513
27;PowerStrip27;PowerStrip;270653.6469344778;97.7147292211511;170.06300830482317
28;PowerStrip28;PowerStrip;175712.3181918895;99.49947084083821;217.04980096189965
29;PowerStrip29;PowerStrip;141669.49194675393;95.98489900304668;205.09849627478474
30;PowerStrip30;PowerStrip;327271.9671853689;96.28882107666307;226.0226588944455
31;PowerStrip31;PowerStrip;228598.77816523722;97.08813366880223;233.84155788548696
32;PowerStrip32;PowerStrip;200086.22394071412;96.88528842600952;232.61081595328665
33;PowerStrip33;PowerStrip;268821.6573565785;94.65112744167638;242.94822589266647
34;PowerStrip34;PowerStrip;341230.09128208365;99.04846862557878;236.3917488371644
35;PowerStrip35;PowerStrip;173833.17026361809;98.49847404449906;183.67264973654338
36;PowerStrip36;PowerStrip;289075.74304458837;99.08350060141977;246.99764850416676
37;PowerStrip37;PowerStrip;121924.85743008477;96.17266597578785;236.17999709974023
38;PowerStrip38;PowerStrip;232271.4639408538;96.95775798687174;181.72778216278144
39;PowerStrip39;PowerStrip;211960.64979048073;98.84437123345914;170.9390509358552
40;PowerStrip40;PowerStrip;140470.05115833468;97.67158902764822;167.96864478690566
41;PowerStrip41;PowerStrip;168221.00996761402;95.81589651636912;192.14924878007702
42;PowerStrip42;PowerStrip;175428.18536833703;98.08706461356566;217.79947847532253
43;PowerStrip43;PowerStrip;273110.21788646776;98.9448024039877;157.13552151622355
44;PowerStrip44;PowerStrip;270003.53079176333;97.51808391262962;158.21635185851164
45;PowerStrip45;PowerStrip;303535.8161537137;95.3445207206722;200.91080491258487
46;PowerStrip46;PowerStrip;181875.26442220784;99.47188369277202;219.9488260554205
47;PowerStrip47;PowerStrip;328896.68599561945;95.66565011171346;193.47680266092078
48;PowerStrip48;PowerStrip;311293.9787969172;96.05324687263507;153.15427267691234
49;PowerStrip49;PowerStrip;215892.11257757107;98.4196781332898;222.91255027986327
50;PowerStrip50;PowerStrip;121716.91702670933;99.63833464513391;221.32884648970742
1;STS1;STS;62673.20811898699;96.34747210075285;904.3147250906784
2;STS2;STS;41486.57352116794;97.2962080847448;608.9249313933338
3;STS3;STS;68336.29688664585;96.14994888566922;776.8892966545741
4;STS4;STS;55770.38138033643;99.33899493193056;811.291923986454
5;STS5;STS;55807.10493431941;98.31931407028587;873.8772288795798
6;STS6;STS;34392.809526770936;95.87135207205554;940.8918811452475
7;STS7;STS;25156.735749944615;98.07576078109793;931.5636032756795
8;STS8;STS;60025.0424154956;98.23399118062717;972.7030137307514
9;STS9;STS;28252.086414596364;97.26813192616409;701.8926043348206
10;STS10;STS;37731.86946307917;97.60355112178405;835.8175888412843
11;STS11;STS;30255.36166183259;96.87503752070774;608.1066695053496
12;STS12;STS;59788.15618306026;97.8610414417076;736.2231077938468
13;STS13;STS;43337.05489461917;94.72203647104641;916.680329971327
14;STS14;STS;32881.9108775018;96.98632206135849;613.139957513601
15;STS15;STS;39929.15446294234;99.77065454971378;966.0207359809442
16;STS16;STS;52976.838646090575;96.1320603543975;681.3543551566318
17;STS17;STS;60051.15505396781;94.77312682870546;834.6690482014797
18;STS18;STS;59912.065012391395;99.11909863075229;831.7741886948659
19;STS19;STS;30385.355568977335;96.88039654440722;683.8380326023827
20;STS20;STS;50101.18026027236;97.14802017930718;763.3527103593178
21;STS21;STS;31978.927746910067;95.16214043006381;643.3267546048698
22;STS22;STS;53376.4463587073;98.85959594342707;895.7103648170321
23;STS23;STS;62935.19688636561;98.57665153763199;767.179271971929
24;STS24;STS;62350.00201327844;95.71299007456903;676.1300917824685
25;STS25;STS;70651.67111489034;98.72251086289478;875.6653027294785
26;STS26;STS;32186.015998875562;95.5596795045644;778.7458414139307
27;STS27;STS;72091.5492046754;96.06601988047515;701.7740700579078
28;STS28;STS;32411.063589792288;97.30266886652267;948.079145797058
29;STS29;STS;36688.01353545501;95.81070023557987;920.6921390493738
30;STS30;STS;48962.56929251;98.97324271818522;732.7446704739974
31;STS31;STS;50225.76859634196;99.85836702696578;875.6986607070273
32;STS32;STS;37414.13655562204;98.27727000132174;676.0333376307149
33;STS33;STS;72042.24419068362;97.73285015641905;608.322073990633
34;STS34;STS;71664.13213102332;95.36734696803099;684.83180995581
35;STS35;STS;65280.124236404765;96.32060542427335;707.9768912353064
36;STS36;STS;42145.34905176177;99.198321852278;612.3400481857112
37;STS37;STS;32106.69885341284;97.81487906851991;838.9032582722645
38;STS38;STS;45061.10965533371;97.90828399696319;707.4451829516694
39;STS39;STS;34097.49398631479;96.22765579697203;971.0812050943207
40;STS40;STS;30052.408195263968;97.21380192741631;967.2906180980067
41;STS41;STS;26680.27319704892;96.15414807159267;696.6514426043916
42;STS42;STS;50293.810360809126;94.65728007453231;861.1850028421595
43;STS43;STS;37091.36462491819;98.13160366083072;782.7606755818435
44;STS44;STS;56954.57895016481;96.11604218711935;973.9164380180887
45;STS45;STS;36155.113348008555;94.86071153320518;692.927943867108
46;STS46;STS;35710.28422629327;97.37128149949349;863.9144660161072
47;STS47;STS;27220.708586603676;97.22004772654859;668.0141888647632
48;STS48;STS;32704.7231775431;97.85200886442385;784.4260255628233
49;STS49;STS;35299.60032946748;96.61997411651951;729.4366195140371
50;STS50;STS;50660.92422132053;95.8876326031853;630.5824360887755
1;ATS1;ATS;342475.877009993;97.62601365429013;954.9170712494441
2;ATS2;ATS;731216.571578868;97.97589214186708;827.3237261284719
3;ATS3;ATS;626351.4659964058;99.31128728333081;653.056556257907
4;ATS4;ATS;408492.4673154836;94.92749045237032;956.7536757693574
5;ATS5;ATS;713849.7534095156;99.38459717659441;768.400418035405
6;ATS6;ATS;616650.7314069588;95.52942067758471;951.5159943103279
7;ATS7;ATS;690609.7186187343;98.94862938276839;893.1670335016784
8;ATS8;ATS;319290.33386401134;96.0565039235201;684.8482485391864
9;ATS9;ATS;660251.1350835115;96.03069699095703;623.9727921596701
10;ATS10;ATS;378110.92701417505;98.86595682547309;718.4771981253692
11;ATS11;ATS;453970.40304068883;95.620043489985;628.9626007497594
12;ATS12;ATS;512501.5960357585;96.66763002782807;995.607129925642
13;ATS13;ATS;364185.0434097501;95.44779138398982;698.7647440533848
14;ATS14;ATS;342066.7680324977;95.25022605449442;675.8122938438263
15;ATS15;ATS;316803.33882085927;96.1419290637711;828.3963139349489
16;ATS16;ATS;677606.9369665184;98.57495841704943;608.31673146319
17;ATS17;ATS;550618.8327328293;97.25972939710951;870.1669967498484
18;ATS18;ATS;591187.5304069526;98.79148285396563;755.319355626805
19;ATS19;ATS;618473.9532037086;95.9376216758822;932.0299115929411
20;ATS20;ATS;509247.3046753964;95.12907021965644;851.8407169642453
21;ATS21;ATS;377313.3601775251;98.93091119672766;762.7241257806209
22;ATS22;ATS;735438.8555258915;96.40402708871292;885.9206682889296
23;ATS23;ATS;384512.0911369795;97.94693663286223;924.2105549145092
24;ATS24;ATS;731872.8500409347;96.80876886373154;784.5230016646248
25;ATS25;ATS;547213.8421811201;97.55505745003465;731.8358066297742
26;ATS26;ATS;349562.43500188104;98.41024668547958;896.5966828201992
27;ATS27;ATS;413494.2160182377;97.92449798413281;640.6339191245544
28;ATS28;ATS;715636.8035237659;95.51098833749845;994.5415993147421
29;ATS29;ATS;347458.2056384811;97.44399038312491;738.2085803529778
30;ATS30;ATS;366909.18133107305;96.35778598316699;606.7226226121957
31;ATS31;ATS;320721.1613266635;95.53972915390382;605.4945345838636
32;ATS32;ATS;535833.775174478;96.87530962181931;803.308549481665
33;ATS33;ATS;445781.3855666014;99.32548278659107;629.8916348126781
34;ATS34;ATS;436051.1926050777;99.7390141327385;660.9733904776206
35;ATS35;ATS;390588.08024348825;95.5003421253943;673.064594028039
36;ATS36;ATS;334480.8622883924;97.19179319480163;923.0266304575457
37;ATS37;ATS;431002.3393422969;96.47326640412977;849.1206784214992
38;ATS38;ATS;455240.7994145771;98.20270195655146;963.2278817079975
39;ATS39;ATS;429045.2304549798;97.23402642121154;667.6831714624598
40;ATS40;ATS;316126.12572379236;98.12577568989329;985.5294846390216
41;ATS41;ATS;369876.1777495388;96.67274094743435;619.0847026115041
42;ATS42;ATS;300614.59850357246;98.78470642887771;898.6694645496574
43;ATS43;ATS;351737.7044490258;95.72981323074143;672.7784139014517
44;ATS44;ATS;600643.0260617535;94.77586949087241;763.0471457314427
45;ATS45;ATS;317876.94304616266;99.69776764020077;841.1209665920409
46;ATS46;ATS;557058.367337572;98.53150629577078;705.5450439370215
47;ATS47;ATS;592289.0376497102;97.711267846928;813.6859064647447
48;ATS48;ATS;363630.46967482584;96.211652558493;942.5547083551057
49;ATS49;ATS;616447.4756553347;99.68719642022127;845.7342569118806
50;ATS50;ATS;595853.5005072685;95.02263471839571;767.8107353814623
1;ACSource1;ACSource;6460.733299605603;96.59953924600258;12066.293583864564
