id;name;type;mttf;eff;aquisitionCost
1;ATS1;ATS;646790.8289680912;95.84620378289722;940.1171336967905
2;ATS2;ATS;636068.0678455762;99.8698750824565;947.5058167658281
3;ATS3;ATS;306749.0350990499;97.20934315890925;721.4083456535878
4;ATS4;ATS;491051.81248698593;98.34653259240142;912.1776968504978
5;ATS5;ATS;636362.2912600101;96.68297514072489;865.9191499563944
6;ATS6;ATS;497452.13990897435;97.1721172248402;890.4861992723074
7;ATS7;ATS;390989.1956843348;99.85346893846679;877.0975991570562
8;ATS8;ATS;328357.0430896338;98.8048602974911;608.7728323497095
9;ATS9;ATS;570173.4358274;98.39994324440424;968.8875542683331
10;ATS10;ATS;347347.42530450557;95.23702695307104;706.8400211631791
1;ACSource1;ACSource;2619.4064812833676;97.962788022449;14824.464562425352
2;ACSource2;ACSource;4316.86929051461;98.67529869104686;11724.745576268191
3;ACSource3;ACSource;2435.0190120057696;98.28007074994778;14306.980270638318
4;ACSource4;ACSource;3024.6144236640243;96.82379358037085;17719.740215752972
5;ACSource5;ACSource;5932.506772306223;90.65745903977043;13957.825552295886
6;ACSource6;ACSource;4533.461113521313;93.06937930188957;14601.852715385201
7;ACSource7;ACSource;2456.3794371733875;92.35684853280193;14382.379495423222
8;ACSource8;ACSource;2399.6008399891207;92.67000010039645;15056.594723384904
9;ACSource9;ACSource;6205.062807441087;91.5450353773241;18517.992678873095
10;ACSource10;ACSource;5802.284729028725;95.54343372633207;14749.940495394927
1;GeneratorGroup1;GeneratorGroup;1590.0380942574352;25.153430919612518;500796.7521345106
2;GeneratorGroup2;GeneratorGroup;3271.377238242199;24.691405599082856;150266.61066252904
3;GeneratorGroup3;GeneratorGroup;2183.50748019792;23.753758585989793;229392.94016254364
4;GeneratorGroup4;GeneratorGroup;2726.4654700595156;25.598655038026834;529268.6497593803
5;GeneratorGroup5;GeneratorGroup;2877.620624068406;24.968811030921344;735988.8193744154
6;GeneratorGroup6;GeneratorGroup;1243.9221069521955;23.87314772225697;318274.3276001445
7;GeneratorGroup7;GeneratorGroup;1241.0919622871265;25.662181213885027;458250.8565016937
8;GeneratorGroup8;GeneratorGroup;1816.9607308918341;24.7376237551589;418467.03724856046
9;GeneratorGroup9;GeneratorGroup;3261.7935526554534;26.148608322451835;400070.6277879487
10;GeneratorGroup10;GeneratorGroup;3190.3745740964982;25.138334716415425;667327.7565188768
1;GeneratorGroup5001;GeneratorGroup500;2267.5934301682246;25.550151623803465;60679.75733412122
2;GeneratorGroup5002;GeneratorGroup500;1573.3216175671541;24.82723434333992;74628.79537784081
3;GeneratorGroup5003;GeneratorGroup500;2152.4759936354644;24.54431292150581;63883.33438024543
4;GeneratorGroup5004;GeneratorGroup500;2679.9812215259035;24.1075153767377;70967.07384868366
5;GeneratorGroup5005;GeneratorGroup500;1189.401573939777;25.395500284039628;60929.20123407951
6;GeneratorGroup5006;GeneratorGroup500;2172.240802416052;23.8305201282034;56753.240738264125
7;GeneratorGroup5007;GeneratorGroup500;2142.6009358833917;24.75048317212079;62026.99428701227
8;GeneratorGroup5008;GeneratorGroup500;1719.2277846019556;25.418850256974103;62246.63533925283
9;GeneratorGroup5009;GeneratorGroup500;1120.3389127330738;25.623986468438517;72213.16529029352
10;GeneratorGroup50010;GeneratorGroup500;2006.0899272281285;25.895758982121436;55716.29727375703
1;JunctionBox1;JunctionBox;7365003.291272942;97.86719030974946;117.69719661115525
2;JunctionBox2;JunctionBox;3224841.620694442;98.7864761185352;156.18733766516527
3;JunctionBox3;JunctionBox;6958088.5371097075;98.3785379081306;134.51863776459965
4;JunctionBox4;JunctionBox;5253433.825334657;96.63001415019669;116.0821325683714
5;JunctionBox5;JunctionBox;4032584.1260924055;99.88174554576312;152.5071922115041
6;JunctionBox6;JunctionBox;2645146.9017903716;98.53578181613284;133.1891143528117
7;JunctionBox7;JunctionBox;7262591.707851399;95.48871771984078;152.18767344060768
8;JunctionBox8;JunctionBox;3717370.4928082484;97.9406265169065;181.23674653223432
9;JunctionBox9;JunctionBox;6409822.633141719;98.61491710937017;170.7431245131521
10;JunctionBox10;JunctionBox;6125777.953773307;97.16012723549747;156.44227882206613
